order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_percent,subtotal,shipping_cost,tax_amount,total_amount,payment_method,order_status,shipping_method
7465672,551067,2025-06-29,Electronics,Laptop,4,39473,15,157892,411,24157.48,158776.68,Card,Returned,Standard
8592087,828813,2024-03-09,Electronics,Phone,1,19989,15,19989,299,3058.32,20347.97,COD,Returned,Express
1261188,774723,2024-03-01,Electronics,Laptop,5,21131,15,105655,442,16165.22,106413.96,Card,Returned,Express
5072257,431422,2024-01-05,Electronics,Phone,4,45757,15,183028,64,28003.28,183641.08,UPI,Delivered,Express
3193347,501873,2024-03-24,Electronics,Laptop,5,40395,0,201975,486,36355.5,238816.5,COD,Delivered,Standard
2229097,349953,2025-03-19,Electronics,Phone,1,18672,5,18672,326,3192.91,21257.31,UPI,Delivered,Standard
9370079,819861,2024-04-03,Fashion,Shoes,1,28792,15,28792,128,4405.18,29006.38,COD,Delivered,Standard
7779927,489665,2025-07-27,Home,Mixer,4,39647,10,158588,118,25691.26,168538.46,Card,Delivered,Express
4515231,829633,2024-05-27,Electronics,Laptop,3,6439,0,19317,62,3477.06,22856.06,UPI,Processing,Express
2799790,837191,2024-10-08,Electronics,Phone,4,19852,15,79408,187,12149.42,79833.22,Card,Delivered,Standard
8749154,397962,2025-02-04,Home,Mixer,2,37447,15,74894,420,11458.78,75538.68,COD,Processing,Express
4295130,706261,2025-10-25,Fashion,Shirt,3,45360,0,136080,86,24494.4,160660.4,Card,Shipped,Standard
7782140,767914,2024-03-08,Home,Chair,5,41514,15,207570,497,31758.21,208689.71,COD,Delivered,Express
7815273,604471,2024-10-01,Electronics,Phone,3,4915,5,14745,113,2521.39,16642.15,Card,Delivered,Standard
8292600,125594,2024-10-19,Fashion,Shirt,1,37681,0,37681,405,6782.58,44868.58,UPI,Shipped,Express
1431285,638916,2024-02-20,Fashion,Shirt,4,13166,15,52664,7,8057.59,52828.99,UPI,Returned,Standard
5709956,591698,2024-12-04,Fashion,Shirt,5,34134,15,170670,252,26112.51,171434.01,Card,Shipped,Standard
1367380,351273,2024-07-19,Electronics,Phone,5,21713,15,108565,202,16610.44,109092.7,COD,Delivered,Standard
1731284,917907,2024-07-13,Fashion,Shoes,3,24917,0,74751,362,13455.18,88568.18,UPI,Processing,Standard
9160120,371699,2025-05-15,Home,Mixer,1,34232,10,34232,441,5545.58,36795.38,COD,Delivered,Express
8020210,370973,2024-08-25,Electronics,Laptop,3,16082,10,48246,342,7815.85,51579.25,COD,Returned,Standard
3194094,567022,2025-10-25,Home,Mixer,4,31843,5,127372,214,21780.61,142998.01,COD,Shipped,Standard
3954537,933600,2024-06-26,Fashion,Shoes,5,29569,5,147845,160,25281.49,165894.24,Card,Returned,Express
4171678,455567,2024-04-23,Electronics,Phone,1,3001,0,3001,288,540.18,3829.18,Card,Returned,Express
9462109,810161,2025-04-19,Home,Chair,1,7342,15,7342,373,1123.33,7737.03,UPI,Delivered,Standard
7312821,420468,2025-12-07,Home,Chair,4,24121,15,96484,297,14762.05,97070.45,Card,Returned,Express
5762490,861111,2024-10-24,Home,Mixer,2,19179,15,38358,373,5868.77,38846.07,UPI,Delivered,Standard
2328955,792594,2024-07-24,Fashion,Shoes,3,21021,5,63063,372,10783.77,71065.62,UPI,Delivered,Standard
1708968,464885,2025-02-26,Fashion,Shirt,1,456,10,456,117,73.87,601.27,COD,Shipped,Express
7932539,166023,2025-04-09,Fashion,Shirt,3,45751,10,137253,264,22234.99,146026.69,Card,Shipped,Express
3452194,643873,2024-12-18,Electronics,Phone,3,454,10,1362,193,220.64,1639.44,Card,Processing,Express
8834714,587355,2025-11-16,Home,Chair,3,40155,0,120465,228,21683.7,142376.7,Card,Shipped,Standard
3667341,879974,2025-11-14,Fashion,Shirt,5,46093,10,230465,493,37335.33,245246.83,Card,Shipped,Express
5984412,883564,2025-06-06,Fashion,Shirt,4,28108,0,112432,481,20237.76,133150.76,COD,Returned,Standard
1666278,669298,2025-08-19,Home,Chair,1,3822,0,3822,165,687.96,4674.96,UPI,Processing,Express
6045012,935817,2024-03-21,Fashion,Shoes,4,19977,0,79908,139,14383.44,94430.44,Card,Shipped,Express
5910573,632380,2025-07-07,Electronics,Laptop,1,24454,15,24454,240,3741.46,24767.36,UPI,Shipped,Standard
1526137,568080,2024-06-18,Electronics,Phone,3,34703,0,104109,398,18739.62,123246.62,COD,Processing,Standard
9782099,781098,2025-09-27,Fashion,Shirt,4,49712,0,198848,181,35792.64,234821.64,COD,Returned,Standard
6493519,115267,2025-07-21,Fashion,Shoes,5,13713,15,68565,438,10490.44,69208.7,Card,Processing,Express
5931448,323377,2025-05-16,Home,Chair,3,41617,10,124851,79,20225.86,132670.76,Card,Shipped,Standard
1534496,753223,2025-01-29,Home,Mixer,2,43527,15,87054,485,13319.26,87800.16,UPI,Shipped,Standard
9180172,700391,2025-02-02,Home,Mixer,4,49395,0,197580,204,35564.4,233348.4,UPI,Shipped,Express
2456235,330130,2025-11-23,Home,Mixer,2,44681,0,89362,245,16085.16,105692.16,UPI,Returned,Express
3742196,969711,2025-10-15,Electronics,Phone,5,2122,0,10610,401,1909.8,12920.8,Card,Returned,Express
7430687,697182,2025-03-10,Fashion,Shirt,4,42454,10,169816,196,27510.19,180540.59,COD,Processing,Express
9272056,560743,2025-07-31,Home,Mixer,2,27776,10,55552,259,8999.42,59255.22,COD,Processing,Express
5427714,125323,2024-11-26,Electronics,Laptop,5,14277,10,71385,288,11564.37,76098.87,COD,Returned,Express
8535752,342081,2024-01-21,Fashion,Shoes,2,26090,0,52180,454,9392.4,62026.4,Card,Delivered,Express
1376901,205954,2024-08-19,Home,Mixer,4,3048,10,12192,70,1975.1,13017.9,UPI,Delivered,Standard
8045868,992625,2024-01-03,Electronics,Laptop,1,19934,15,19934,425,3049.9,20418.8,COD,Shipped,Express
1586527,349953,2025-04-23,Home,Chair,1,28060,15,28060,122,4293.18,28266.18,Card,Processing,Express
5948953,315413,2025-07-20,Fashion,Shoes,1,12208,10,12208,357,1977.7,13321.9,COD,Delivered,Express
1824318,421269,2025-09-30,Electronics,Phone,5,7916,5,39580,335,6768.18,44704.18,Card,Returned,Express
6822059,404948,2024-11-04,Fashion,Shoes,3,6031,15,18093,159,2768.23,18306.28,UPI,Returned,Standard
4346588,510275,2025-05-27,Electronics,Laptop,2,29975,10,59950,491,9711.9,64157.9,COD,Shipped,Standard
6742638,409906,2024-05-12,Home,Mixer,3,30273,5,90819,10,15530.05,101818.1,Card,Returned,Express
4034814,501873,2024-07-21,Electronics,Laptop,2,9323,10,18646,475,3020.65,20277.05,Card,Delivered,Express
5107087,174162,2024-06-15,Fashion,Shirt,3,46801,5,140403,71,24008.91,157462.76,COD,Processing,Express
3320045,330849,2024-11-26,Fashion,Shirt,3,19521,10,58563,267,9487.21,62460.91,UPI,Delivered,Express
2527243,213174,2024-03-28,Fashion,Shirt,3,12935,10,38805,420,6286.41,41630.91,COD,Processing,Standard
1682586,944605,2025-04-03,Fashion,Shoes,2,42175,15,84350,357,12905.55,84960.05,Card,Returned,Standard
2582166,132191,2025-04-30,Fashion,Shoes,4,25917,10,103668,50,16794.22,110145.42,Card,Shipped,Standard
3592750,547390,2024-10-29,Fashion,Shirt,5,20278,0,101390,195,18250.2,119835.2,UPI,Shipped,Standard
6155104,753776,2024-08-24,Fashion,Shirt,4,15748,5,62992,258,10771.63,70872.03,UPI,Returned,Standard
6300931,629237,2025-12-01,Home,Mixer,4,1105,5,4420,286,755.82,5240.82,UPI,Processing,Express
9270881,721998,2024-05-13,Home,Mixer,5,38786,0,193930,369,34907.4,229206.4,UPI,Returned,Standard
8952781,365719,2025-08-03,Fashion,Shoes,4,5208,5,20832,315,3562.27,23667.67,Card,Processing,Standard
1359957,397845,2024-10-14,Fashion,Shoes,2,27327,0,54654,352,9837.72,64843.72,UPI,Returned,Standard
7459484,923669,2025-06-23,Electronics,Laptop,2,19473,15,38946,379,5958.74,39441.84,Card,Delivered,Standard
7364216,550091,2024-06-11,Home,Mixer,1,15342,0,15342,285,2761.56,18388.56,Card,Shipped,Express
4934730,750152,2025-09-10,Home,Mixer,5,19062,0,95310,365,17155.8,112830.8,Card,Processing,Express
9814684,404948,2024-09-06,Home,Chair,5,7329,0,36645,293,6596.1,43534.1,Card,Shipped,Express
3387959,619896,2024-05-18,Electronics,Phone,1,36100,10,36100,390,5848.2,38728.2,Card,Shipped,Express
2754366,391160,2025-03-02,Home,Mixer,2,6270,15,12540,170,1918.62,12747.62,Card,Returned,Express
7999080,141544,2025-10-12,Fashion,Shoes,3,48169,5,144507,454,24710.7,162446.35,UPI,Processing,Standard
7471885,188793,2025-10-06,Fashion,Shirt,1,26928,15,26928,217,4119.98,27225.78,COD,Returned,Express
4753871,263346,2025-07-29,Home,Chair,1,7836,5,7836,474,1339.96,9258.16,UPI,Delivered,Express
1141607,807249,2025-03-11,Home,Mixer,5,24691,15,123455,179,18888.61,124004.36,UPI,Processing,Express
6306056,476639,2025-11-26,Electronics,Phone,5,15461,0,77305,466,13914.9,91685.9,Card,Delivered,Express
7879977,708248,2025-08-14,Electronics,Phone,4,29220,15,116880,78,17882.64,117308.64,Card,Returned,Express
7516788,578001,2024-09-01,Home,Chair,3,14587,0,43761,330,7876.98,51967.98,UPI,Shipped,Standard
4665386,167310,2024-04-21,Fashion,Shirt,1,33829,15,33829,207,5175.84,34137.49,UPI,Returned,Express
3226126,667712,2024-07-25,Fashion,Shoes,5,19174,0,95870,274,17256.6,113400.6,COD,Returned,Express
8333764,335994,2024-03-06,Fashion,Shoes,1,15239,0,15239,198,2743.02,18180.02,COD,Shipped,Express
3963546,807686,2024-10-25,Fashion,Shoes,1,28761,15,28761,348,4400.43,29195.28,UPI,Processing,Express
2835044,485989,2024-11-29,Electronics,Phone,2,27723,5,55446,272,9481.27,62426.97,Card,Returned,Express
2889721,365770,2025-09-06,Electronics,Laptop,5,29910,15,149550,116,22881.15,150114.65,COD,Returned,Express
5997358,288289,2024-10-07,Electronics,Laptop,2,6300,0,12600,156,2268.0,15024.0,COD,Returned,Express
3945728,857373,2024-01-01,Home,Mixer,5,9727,15,48635,277,7441.15,49057.9,Card,Returned,Standard
6901913,410787,2025-07-10,Electronics,Laptop,5,19399,0,96995,281,17459.1,114735.1,UPI,Shipped,Express
8927298,960341,2024-03-31,Home,Mixer,4,11120,15,44480,279,6805.44,44892.44,UPI,Processing,Standard
9348049,213392,2024-12-04,Fashion,Shirt,1,10558,0,10558,33,1900.44,12491.44,COD,Shipped,Standard
9839594,435807,2025-09-08,Home,Chair,1,32154,5,32154,329,5498.33,36373.63,UPI,Returned,Express
3692637,942410,2025-10-29,Electronics,Laptop,3,25351,10,76053,26,12320.59,80794.29,UPI,Shipped,Standard
5484613,761596,2024-07-19,Fashion,Shoes,1,6063,0,6063,235,1091.34,7389.34,COD,Delivered,Express
5024766,165348,2024-05-20,Home,Mixer,4,10651,10,42604,91,6901.85,45336.45,COD,Processing,Standard
5429513,811118,2024-11-13,Home,Chair,5,22786,10,113930,25,18456.66,121018.66,UPI,Returned,Express
2183001,936565,2025-12-13,Home,Chair,5,27939,0,139695,422,25145.1,165262.1,Card,Shipped,Standard
9543412,671869,2024-03-12,Home,Chair,2,49907,15,99814,250,15271.54,100363.44,Card,Delivered,Standard
6459459,738524,2025-01-06,Home,Chair,3,24380,5,73140,196,12506.94,82185.94,COD,Processing,Express
5107053,880147,2025-08-24,Electronics,Phone,5,32859,15,164295,305,25137.13,165092.89,UPI,Returned,Express
4683197,676936,2025-04-28,Fashion,Shirt,3,43963,10,131889,381,21366.02,140447.12,Card,Returned,Standard
5408121,780008,2025-07-31,Home,Mixer,3,9563,5,28689,144,4905.82,32304.37,COD,Processing,Standard
3709014,679715,2024-12-27,Home,Chair,5,17040,10,85200,246,13802.4,90728.4,COD,Processing,Express
3199315,367579,2025-05-27,Home,Chair,2,16732,0,33464,466,6023.52,39953.52,Card,Shipped,Express
1952947,141038,2025-08-06,Electronics,Phone,4,30713,15,122852,364,18796.36,123584.56,COD,Processing,Standard
8764563,563800,2025-04-10,Electronics,Laptop,2,27490,5,54980,259,9401.58,61891.58,Card,Shipped,Standard
6982964,180159,2025-04-09,Home,Mixer,1,44745,0,44745,285,8054.1,53084.1,COD,Delivered,Express
3163850,636484,2024-11-29,Home,Mixer,4,19463,0,77852,129,14013.36,91994.36,COD,Processing,Express
5169604,777815,2025-09-18,Electronics,Laptop,4,38035,5,152140,400,26015.94,170948.94,Card,Shipped,Standard
6108344,553653,2024-07-08,Electronics,Phone,4,26241,10,104964,295,17004.17,111766.77,COD,Processing,Standard
1695526,976914,2024-08-11,Home,Mixer,2,45164,10,90328,180,14633.14,96108.34,UPI,Processing,Standard
8119575,474121,2024-11-27,Home,Mixer,2,48529,10,97058,306,15723.4,103381.6,UPI,Shipped,Standard
8494298,477973,2025-11-26,Electronics,Laptop,3,12864,0,38592,404,6946.56,45942.56,COD,Returned,Express
9267188,967977,2025-10-27,Fashion,Shoes,2,14017,0,28034,234,5046.12,33314.12,COD,Processing,Express
1890338,528831,2025-01-04,Home,Chair,3,44652,0,133956,464,24112.08,158532.08,COD,Shipped,Standard
3912049,698259,2025-01-15,Electronics,Phone,2,49656,0,99312,431,17876.16,117619.16,UPI,Shipped,Standard
7345758,180852,2025-10-20,Electronics,Phone,5,27656,0,138280,362,24890.4,163532.4,Card,Shipped,Express
9361475,956728,2024-07-23,Home,Chair,5,17900,10,89500,89,14499.0,95138.0,Card,Processing,Express
6243873,236725,2024-03-10,Fashion,Shirt,4,15422,15,61688,492,9438.26,62365.06,Card,Shipped,Standard
6148274,777840,2025-03-18,Electronics,Phone,1,30670,15,30670,407,4692.51,31169.01,UPI,Processing,Standard
5667570,354006,2024-04-02,Fashion,Shirt,4,41544,0,166176,407,29911.68,196494.68,UPI,Returned,Express
3656438,189100,2025-08-14,Electronics,Laptop,4,7230,5,28920,380,4945.32,32799.32,UPI,Delivered,Standard
7001225,780008,2024-05-05,Home,Mixer,4,3450,0,13800,167,2484.0,16451.0,COD,Delivered,Standard
9900076,729364,2024-07-09,Home,Mixer,4,33586,10,134344,306,21763.73,142979.33,COD,Delivered,Express
7184850,837191,2025-07-06,Fashion,Shoes,5,19090,5,95450,451,16321.95,107450.45,COD,Shipped,Standard
2556057,330130,2024-09-05,Home,Mixer,2,31013,10,62026,277,10048.21,66148.61,COD,Shipped,Express
8201768,629237,2025-08-29,Fashion,Shoes,3,48385,15,145155,90,22208.72,145680.46,COD,Shipped,Express
5064199,339874,2025-02-06,Fashion,Shirt,3,22060,0,66180,171,11912.4,78263.4,UPI,Shipped,Express
7095150,362374,2024-11-03,Home,Chair,3,12574,0,37722,255,6789.96,44766.96,Card,Shipped,Standard
2584278,432849,2024-05-24,Electronics,Laptop,2,20271,5,40542,389,6932.68,45836.58,COD,Delivered,Express
6911942,423516,2025-07-26,Fashion,Shoes,1,26773,5,26773,400,4578.18,30412.53,Card,Processing,Standard
5074665,113857,2024-07-24,Fashion,Shirt,5,13626,5,68130,242,11650.23,76615.73,COD,Delivered,Standard
2107828,669298,2025-10-22,Electronics,Phone,3,48270,10,144810,334,23459.22,154122.22,Card,Shipped,Express
7149359,921126,2024-03-06,Fashion,Shirt,1,2637,0,2637,108,474.66,3219.66,UPI,Delivered,Express
9963947,542611,2024-08-02,Electronics,Phone,4,1020,5,4080,34,697.68,4607.68,UPI,Processing,Standard
6211535,122533,2024-06-15,Electronics,Laptop,1,28186,5,28186,263,4819.81,31859.51,UPI,Delivered,Standard
1721104,310142,2025-09-11,Fashion,Shirt,5,27913,5,139565,236,23865.61,156688.36,COD,Delivered,Standard
6941180,900875,2024-06-11,Home,Chair,4,15718,10,62872,457,10185.26,67227.06,Card,Delivered,Standard
9696998,708129,2024-12-06,Home,Chair,1,18718,0,18718,116,3369.24,22203.24,UPI,Returned,Express
1209684,226762,2025-01-21,Home,Mixer,5,21749,0,108745,1,19574.1,128320.1,Card,Returned,Express
7460488,484957,2025-02-02,Fashion,Shirt,5,47580,10,237900,202,38539.8,252851.8,COD,Shipped,Express
2610575,502327,2024-07-31,Electronics,Phone,2,2281,10,4562,300,739.04,5144.84,Card,Delivered,Express
1037454,308893,2024-01-29,Home,Chair,1,35100,5,35100,134,6002.1,39481.1,UPI,Shipped,Standard
1038323,320153,2024-02-23,Home,Mixer,2,3507,10,7014,27,1136.27,7475.87,UPI,Shipped,Express
4003957,741863,2025-07-11,Fashion,Shirt,1,33924,5,33924,389,5801.0,38417.8,COD,Processing,Standard
8753618,266665,2025-07-20,Fashion,Shirt,1,34196,5,34196,370,5847.52,38703.72,COD,Delivered,Standard
2830029,428188,2024-12-02,Electronics,Laptop,4,22549,10,90196,247,14611.75,96035.15,UPI,Processing,Express
4632828,660285,2024-12-20,Home,Mixer,4,16196,10,64784,56,10495.01,68856.61,Card,Returned,Express
7260308,665492,2025-03-21,Fashion,Shoes,5,11289,10,56445,170,9144.09,60114.59,COD,Processing,Express
2114161,975134,2024-03-09,Electronics,Laptop,1,14018,10,14018,353,2270.92,15240.12,Card,Shipped,Standard
9590378,779689,2024-09-29,Electronics,Laptop,2,40129,0,80258,408,14446.44,95112.44,Card,Delivered,Standard
3314261,913914,2025-02-18,Home,Mixer,5,26434,15,132170,400,20222.01,132966.51,UPI,Returned,Express
7722498,231788,2024-02-08,Electronics,Laptop,2,17232,15,34464,172,5272.99,34739.39,UPI,Delivered,Standard
4092026,849547,2024-12-01,Fashion,Shirt,3,45304,10,135912,244,22017.74,144582.54,Card,Delivered,Express
8345315,806649,2025-05-04,Home,Mixer,3,32169,10,96507,400,15634.13,102890.43,COD,Processing,Express
2589568,261669,2025-05-03,Electronics,Laptop,5,21604,5,108020,179,18471.42,121269.42,COD,Shipped,Standard
9648479,342081,2024-10-28,Home,Mixer,2,37760,10,75520,103,12234.24,80305.24,Card,Processing,Standard
5570074,758976,2024-11-11,Electronics,Laptop,1,18508,15,18508,120,2831.72,18683.52,COD,Shipped,Express
9039720,132191,2025-07-20,Home,Chair,1,42008,0,42008,346,7561.44,49915.44,Card,Processing,Standard
4056308,379267,2024-11-06,Fashion,Shirt,1,22157,15,22157,119,3390.02,22342.47,Card,Shipped,Express
7283109,900875,2024-08-30,Electronics,Phone,3,12662,0,37986,114,6837.48,44937.48,Card,Delivered,Standard
3533202,129724,2024-01-28,Electronics,Laptop,2,5766,10,11532,229,1868.18,12475.98,COD,Shipped,Express
3028950,900875,2024-07-31,Home,Mixer,4,36160,0,144640,4,26035.2,170679.2,UPI,Processing,Express
3239183,536396,2025-10-20,Fashion,Shoes,3,12605,10,37815,2,6126.03,40161.53,COD,Delivered,Standard
2303541,736944,2025-04-05,Electronics,Laptop,1,48475,10,48475,475,7852.95,51955.45,COD,Processing,Standard
7646165,923274,2025-08-12,Fashion,Shoes,3,26438,10,79314,307,12848.87,84538.47,COD,Shipped,Express
3705635,880801,2025-03-02,Home,Chair,5,31359,10,156795,159,25400.79,166675.29,COD,Delivered,Standard
4060227,625126,2025-07-07,Electronics,Laptop,5,20611,10,103055,316,16694.91,109760.41,COD,Returned,Standard
4765162,126681,2024-04-29,Fashion,Shoes,3,5984,0,17952,189,3231.36,21372.36,UPI,Returned,Standard
5817104,167543,2025-10-03,Fashion,Shoes,1,3668,0,3668,117,660.24,4445.24,UPI,Processing,Standard
2795452,221171,2024-08-19,Electronics,Laptop,1,3963,5,3963,137,677.67,4579.52,Card,Delivered,Express
1826210,272803,2024-09-20,Fashion,Shoes,3,20872,5,62616,459,10707.34,70651.54,COD,Delivered,Express
4652226,632380,2024-08-19,Fashion,Shoes,1,6389,10,6389,97,1035.02,6882.12,Card,Shipped,Express
1106012,608480,2025-11-11,Home,Chair,5,23825,10,119125,93,19298.25,126603.75,Card,Shipped,Express
4611485,276139,2024-07-09,Home,Mixer,2,16385,10,32770,461,5308.74,35262.74,Card,Returned,Standard
1209984,223646,2024-02-03,Electronics,Laptop,3,4617,10,13851,425,2243.86,15134.76,UPI,Delivered,Express
8419223,143046,2025-05-13,Home,Mixer,4,20452,10,81808,185,13252.9,87065.1,COD,Delivered,Standard
4215668,729364,2025-01-01,Fashion,Shoes,2,6123,5,12246,310,2094.07,14037.77,UPI,Shipped,Standard
7311696,913440,2024-08-30,Home,Mixer,5,49289,15,246445,194,37706.08,247378.33,Card,Returned,Express
5983437,636484,2024-07-01,Electronics,Phone,4,35331,0,141324,473,25438.32,167235.32,COD,Processing,Express
3504589,664196,2025-06-23,Electronics,Phone,5,48054,15,240270,308,36761.31,241298.81,Card,Shipped,Express
6692189,223806,2025-07-03,Electronics,Phone,1,1844,5,1844,10,315.32,2077.12,UPI,Returned,Express
7238263,777815,2024-06-18,Fashion,Shoes,3,7157,0,21471,257,3864.78,25592.78,UPI,Shipped,Express
7352912,205837,2024-02-27,Home,Mixer,5,47971,5,239855,431,41015.21,269308.46,Card,Processing,Express
2815134,937223,2024-04-13,Electronics,Laptop,2,32685,10,65370,171,10589.94,69593.94,Card,Shipped,Express
4257629,819982,2025-09-13,Home,Chair,4,23139,10,92556,43,14994.07,98337.47,UPI,Processing,Express
6692164,536388,2025-12-15,Home,Mixer,5,42315,0,211575,83,38083.5,249741.5,UPI,Delivered,Standard
1136895,185714,2025-04-17,Fashion,Shoes,5,36500,10,182500,308,29565.0,194123.0,UPI,Delivered,Standard
8088507,209496,2025-03-29,Home,Mixer,3,8227,0,24681,444,4442.58,29567.58,Card,Returned,Express
8488338,986534,2024-09-12,Home,Chair,5,21162,15,105810,477,16188.93,106604.43,UPI,Processing,Standard
4240093,913914,2024-07-04,Fashion,Shirt,2,34166,15,68332,169,10454.8,68706.0,UPI,Shipped,Express
3775177,691472,2024-10-05,Electronics,Phone,2,26063,0,52126,207,9382.68,61715.68,UPI,Returned,Express
1371516,591698,2025-05-27,Home,Chair,2,3394,0,6788,312,1221.84,8321.84,COD,Delivered,Express
9405126,559608,2025-08-26,Electronics,Laptop,1,41832,10,41832,171,6776.78,44596.58,COD,Delivered,Standard
5418701,320153,2025-10-12,Fashion,Shoes,4,22250,15,89000,234,13617.0,89501.0,COD,Shipped,Express
8856774,134035,2024-06-08,Home,Chair,5,26787,10,133935,66,21697.47,142304.97,Card,Delivered,Standard
4903525,856589,2025-06-13,Electronics,Phone,4,19984,5,79936,484,13669.06,90092.26,Card,Processing,Standard
2383790,915557,2024-01-22,Electronics,Phone,4,22091,5,88364,494,15110.24,99550.04,UPI,Shipped,Standard
2093583,405361,2024-04-18,Home,Mixer,3,35984,10,107952,374,17488.22,115019.02,UPI,Delivered,Standard
4607535,559411,2025-10-18,Fashion,Shoes,4,17525,10,70100,294,11356.2,74740.2,COD,Delivered,Standard
3352284,720137,2024-02-08,Electronics,Phone,3,18330,0,54990,169,9898.2,65057.2,COD,Processing,Standard
5171302,447222,2025-09-12,Electronics,Phone,2,24691,0,49382,158,8888.76,58428.76,COD,Returned,Express
5018533,194793,2025-10-07,Home,Mixer,3,796,5,2388,163,408.35,2839.95,UPI,Returned,Express
7057699,556238,2024-07-22,Fashion,Shoes,3,49849,10,149547,267,24226.61,159085.91,COD,Shipped,Express
9733275,838221,2024-04-10,Electronics,Laptop,5,14976,15,74880,419,11456.64,75523.64,UPI,Delivered,Standard
9760594,319247,2024-06-03,Electronics,Laptop,3,32853,10,98559,389,15966.56,105058.66,COD,Delivered,Standard
1312845,632380,2024-05-26,Fashion,Shirt,5,49160,0,245800,116,44244.0,290160.0,UPI,Processing,Standard
9612091,837549,2024-07-26,Electronics,Laptop,3,24327,5,72981,360,12479.75,82171.7,Card,Shipped,Express
4319568,578001,2025-12-08,Electronics,Laptop,3,32992,5,98976,163,16924.9,111115.1,UPI,Shipped,Standard
8547061,325646,2024-09-30,Fashion,Shoes,1,22975,15,22975,94,3515.17,23137.92,COD,Processing,Express
1540124,276783,2025-02-01,Electronics,Phone,2,24554,10,49108,194,7955.5,52346.7,COD,Returned,Express
2656345,132304,2025-04-02,Fashion,Shirt,2,6171,0,12342,290,2221.56,14853.56,COD,Returned,Express
3923968,502327,2024-09-24,Fashion,Shirt,1,34561,0,34561,370,6220.98,41151.98,COD,Processing,Standard
7896565,583238,2025-12-02,Electronics,Phone,2,31956,15,63912,220,9778.54,64323.74,UPI,Delivered,Standard
3156658,124782,2024-01-18,Fashion,Shoes,5,35401,15,177005,119,27081.76,177655.02,Card,Delivered,Standard
9150620,236725,2025-01-16,Electronics,Laptop,3,34489,15,103467,475,15830.45,104252.4,Card,Returned,Standard
9478147,948444,2025-01-14,Home,Chair,3,1943,5,5829,67,996.76,6601.31,Card,Returned,Standard
4854196,521868,2024-07-12,Home,Mixer,4,41199,5,164796,168,28180.12,184904.32,Card,Returned,Express
5022776,900798,2025-01-31,Electronics,Phone,2,27824,15,55648,77,8514.14,55891.94,UPI,Processing,Express
1943747,727220,2024-10-29,Electronics,Laptop,1,22622,15,22622,467,3461.17,23156.87,UPI,Shipped,Standard
7233772,174162,2025-03-09,Fashion,Shoes,5,48688,15,243440,312,37246.32,244482.32,Card,Shipped,Express
3835085,819861,2025-05-18,Fashion,Shirt,3,29318,0,87954,311,15831.72,104096.72,Card,Delivered,Express
3739424,204993,2025-06-29,Home,Chair,1,11966,15,11966,29,1830.8,12030.9,COD,Delivered,Express
8238046,698321,2025-01-12,Home,Chair,3,14619,5,43857,239,7499.55,49402.7,COD,Returned,Standard
5128325,780008,2024-10-25,Fashion,Shirt,1,23883,0,23883,297,4298.94,28478.94,UPI,Delivered,Express
5511274,930665,2025-05-26,Fashion,Shirt,5,26945,15,134725,127,20612.92,135256.17,Card,Processing,Standard
6810500,986066,2024-01-05,Fashion,Shirt,3,16288,0,48864,67,8795.52,57726.52,UPI,Delivered,Express
4404781,550091,2024-10-03,Fashion,Shoes,4,10441,10,41764,108,6765.77,44461.37,COD,Delivered,Express
5952542,591698,2024-11-15,Home,Chair,5,21974,10,109870,458,17798.94,117139.94,UPI,Shipped,Express
4972559,489665,2024-03-09,Electronics,Laptop,1,35816,15,35816,301,5479.85,36224.45,Card,Shipped,Standard
2717725,819830,2025-06-14,Fashion,Shoes,5,15346,5,76730,269,13120.83,86283.33,Card,Shipped,Express
1690601,835341,2025-02-21,Fashion,Shirt,3,25782,0,77346,52,13922.28,91320.28,UPI,Processing,Standard
6531310,297050,2024-02-15,Home,Mixer,4,3583,15,14332,169,2192.8,14544.0,COD,Returned,Standard
6131519,517120,2024-11-01,Fashion,Shoes,5,21152,5,105760,387,18084.96,118943.96,Card,Returned,Standard
3996129,175840,2024-07-12,Electronics,Phone,1,37983,0,37983,349,6836.94,45168.94,COD,Shipped,Express
3112306,828813,2024-02-29,Fashion,Shirt,1,18403,0,18403,287,3312.54,22002.54,Card,Shipped,Standard
7933038,371671,2025-03-27,Electronics,Laptop,3,39069,0,117207,336,21097.26,138640.26,COD,Processing,Standard
6330766,652998,2024-04-17,Electronics,Phone,5,14909,5,74545,500,12747.19,84064.95,UPI,Returned,Standard
5771649,865620,2024-05-24,Home,Chair,4,6937,5,27748,304,4744.91,31409.51,Card,Returned,Standard
1390542,879858,2025-06-15,Home,Mixer,4,40012,0,160048,221,28808.64,189077.64,Card,Delivered,Standard
9955942,608033,2024-06-21,Fashion,Shirt,4,30695,5,122780,369,20995.38,138005.38,COD,Shipped,Standard
5157287,968751,2025-12-27,Home,Mixer,4,25825,10,103300,91,16734.6,109795.6,Card,Delivered,Standard
1480799,941235,2025-04-27,Home,Chair,5,24573,15,122865,340,18798.34,123573.6,UPI,Delivered,Standard
6335104,158849,2024-08-29,Fashion,Shirt,1,28386,5,28386,34,4854.01,31854.71,COD,Delivered,Standard
9004548,942904,2024-10-24,Electronics,Laptop,2,5113,10,10226,230,1656.61,11090.01,UPI,Delivered,Express
